"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Orbit
Starlink-4467,Starlink-4467,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AQ,53686,LEO - Sun-Synchronous
Starlink-4468 ,Starlink-4468 ,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53,95.4,260.0,2022-10-04 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-125F ,53969,LEO - Non-Polar Inclined
Starlink-4469,Starlink-4469,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105K,53657,LEO - Sun-Synchronous
Starlink-4470,Starlink-4470,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105H,53655,LEO - Sun-Synchronous
Starlink-4471,Starlink-4471,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105S,53664,LEO - Sun-Synchronous
Starlink-4472,Starlink-4472,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105P,53661,LEO - Sun-Synchronous
Starlink-4473,Starlink-4473,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105N,53660,LEO - Sun-Synchronous
Starlink-4474,Starlink-4474,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101W,53547,LEO - Non-Polar Inclined
Starlink-4475,Starlink-4475,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101U,53545,LEO - Non-Polar Inclined
Starlink-4476 ,Starlink-4476 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AH,53419,LEO - Non-Polar Inclined
Starlink-4477,Starlink-4477,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101V,53546,LEO - Non-Polar Inclined
Starlink-4478,Starlink-4478,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101C,53529,LEO - Non-Polar Inclined
Starlink-4479 ,Starlink-4479 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AD,53415,LEO - Non-Polar Inclined
Starlink-4480 ,Starlink-4480 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AE,53416,LEO - Non-Polar Inclined
Starlink-4481 ,Starlink-4481 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AG,53418,LEO - Non-Polar Inclined
Starlink-4482,Starlink-4482,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101D,53530,LEO - Non-Polar Inclined
Starlink-4483,Starlink-4483,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101F,53532,LEO - Non-Polar Inclined
Starlink-4484 ,Starlink-4484 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AF,53417,LEO - Non-Polar Inclined
Starlink-4485,Starlink-4485,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101Q,53541,LEO - Non-Polar Inclined
Starlink-4486,Starlink-4486,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101P,53540,LEO - Non-Polar Inclined
Starlink-4487,Starlink-4487,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101E,53531,LEO - Non-Polar Inclined
Starlink-4488,Starlink-4488,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101H,53534,LEO - Non-Polar Inclined
Starlink-4489,Starlink-4489,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101R,53542,LEO - Non-Polar Inclined
Starlink-4490 ,Starlink-4490 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097X,53409,LEO - Non-Polar Inclined
Starlink-4491 ,Starlink-4491 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097W,53408,LEO - Non-Polar Inclined
Starlink-4492 ,Starlink-4492 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097Y,53410,LEO - Non-Polar Inclined
Starlink-4493,Starlink-4493,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101G,53533,LEO - Non-Polar Inclined
Starlink-4494,Starlink-4494,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AH,53558,LEO - Non-Polar Inclined
Starlink-4495,Starlink-4495,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AB,53552,LEO - Non-Polar Inclined
Starlink-4496 ,Starlink-4496 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AA,53412,LEO - Non-Polar Inclined
Starlink-4497 ,Starlink-4497 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097Z,53411,LEO - Non-Polar Inclined
Starlink-4498 ,Starlink-4498 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AY,53434,LEO - Non-Polar Inclined
Starlink-4499 ,Starlink-4499 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097Q,53402,LEO - Non-Polar Inclined
Starlink-4500 ,Starlink-4500 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AB,53413,LEO - Non-Polar Inclined
Starlink-4501,Starlink-4501,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AC,53553,LEO - Non-Polar Inclined
Starlink-4502,Starlink-4502,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AG,53557,LEO - Non-Polar Inclined
Starlink-4503,Starlink-4503,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101B,53528,LEO - Non-Polar Inclined
Starlink-4504,Starlink-4504,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AE,53555,LEO - Non-Polar Inclined
Starlink-4505,Starlink-4505,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AF,53556,LEO - Non-Polar Inclined
Starlink-4506,Starlink-4506,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AD,53554,LEO - Non-Polar Inclined
Starlink-4507 ,Starlink-4507 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097R,53403,LEO - Non-Polar Inclined
Starlink-4508,Starlink-4508,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AJ,53559,LEO - Non-Polar Inclined
Starlink-4509 ,Starlink-4509 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097S,53404,LEO - Non-Polar Inclined
Starlink-4510 ,Starlink-4510 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097T,53405,LEO - Non-Polar Inclined
Starlink-4511,Starlink-4511,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101A,53527,LEO - Non-Polar Inclined
Starlink-4512 ,Starlink-4512 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097L,53398,LEO - Non-Polar Inclined
Starlink-4513,Starlink-4513,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101X,53548,LEO - Non-Polar Inclined
Starlink-4514,Starlink-4514,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AA,53551,LEO - Non-Polar Inclined
Starlink-4515 ,Starlink-4515 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097K,53397,LEO - Non-Polar Inclined
Starlink-4516,Starlink-4516,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101Y,53549,LEO - Non-Polar Inclined
Starlink-4517 ,Starlink-4517 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097C,53390,LEO - Non-Polar Inclined
Starlink-4518,Starlink-4518,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101Z,53550,LEO - Non-Polar Inclined
Starlink-4519 ,Starlink-4519 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097BD,53439,LEO - Non-Polar Inclined
Starlink-4520 ,Starlink-4520 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097N,53400,LEO - Non-Polar Inclined
Starlink-4521 ,Starlink-4521 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097D,53391,LEO - Non-Polar Inclined
Starlink-4522 ,Starlink-4522 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097A,53388,LEO - Non-Polar Inclined
Starlink-4523 ,Starlink-4523 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097B,53389,LEO - Non-Polar Inclined
Starlink-4524 ,Starlink-4524 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097J,53396,LEO - Non-Polar Inclined
Starlink-4525 ,Starlink-4525 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097P,53401,LEO - Non-Polar Inclined
Starlink-4526 ,Starlink-4526 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097BC,53438,LEO - Non-Polar Inclined
Starlink-4527 ,Starlink-4527 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097BA,53436,LEO - Non-Polar Inclined
Starlink-4528 ,Starlink-4528 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097M,53399,LEO - Non-Polar Inclined
Starlink-4529 ,Starlink-4529 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097BB,53437,LEO - Non-Polar Inclined
Starlink-4530 ,Starlink-4530 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097F,53393,LEO - Non-Polar Inclined
Starlink-4531 ,Starlink-4531 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AP,53425,LEO - Non-Polar Inclined
Starlink-4532 ,Starlink-4532 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AN,53424,LEO - Non-Polar Inclined
Starlink-4533 ,Starlink-4533 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097U,53406,LEO - Non-Polar Inclined
Starlink-4534 ,Starlink-4534 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097H,53395,LEO - Non-Polar Inclined
Starlink-4535 ,Starlink-4535 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097E,53392,LEO - Non-Polar Inclined
Starlink-4536 ,Starlink-4536 ,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53,95.4,260.0,2022-09-11 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-111L ,53783,LEO - Non-Polar Inclined
Starlink-4537 ,Starlink-4537 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097V,53407,LEO - Non-Polar Inclined
Starlink-4538 ,Starlink-4538 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AU,53430,LEO - Non-Polar Inclined
Starlink-4539 ,Starlink-4539 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AM,53423,LEO - Non-Polar Inclined
Starlink-4540 ,Starlink-4540 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AS,53428,LEO - Non-Polar Inclined
Starlink-4541 ,Starlink-4541 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AR,53427,LEO - Non-Polar Inclined
Starlink-4542 ,Starlink-4542 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AZ,53435,LEO - Non-Polar Inclined
Starlink-4543 ,Starlink-4543 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AT,53429,LEO - Non-Polar Inclined
Starlink-4544 ,Starlink-4544 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097G,53394,LEO - Non-Polar Inclined
Starlink-4545 ,Starlink-4545 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AK,53421,LEO - Non-Polar Inclined
Starlink-4546 ,Starlink-4546 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AL,53422,LEO - Non-Polar Inclined
Starlink-4547,Starlink-4547,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AY,53573,LEO - Non-Polar Inclined
Starlink-4548 ,Starlink-4548 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AV,53431,LEO - Non-Polar Inclined
Starlink-4549 ,Starlink-4549 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AX,53433,LEO - Non-Polar Inclined
Starlink-4550,Starlink-4550,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AV,53570,LEO - Non-Polar Inclined
Starlink-4551,Starlink-4551,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101BA,53575,LEO - Non-Polar Inclined
Starlink-4552 ,Starlink-4552 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AJ,53420,LEO - Non-Polar Inclined
Starlink-4553,Starlink-4553,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101BC,53577,LEO - Non-Polar Inclined
Starlink-4554,Starlink-4554,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-28 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-104AQ,53626,LEO - Non-Polar Inclined
Starlink-4555,Starlink-4555,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AX,53572,LEO - Non-Polar Inclined
Starlink-4556,Starlink-4556,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101BD,53578,LEO - Non-Polar Inclined
Starlink-4557 ,Starlink-4557 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AW,53432,LEO - Non-Polar Inclined
Starlink-4558 ,Starlink-4558 ,USA,USA,SpaceX,Commercial,Communications,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,2022-08-10 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-097AQ,53426,LEO - Non-Polar Inclined
Starlink-4559,Starlink-4559,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AZ,53574,LEO - Non-Polar Inclined
Starlink-4560,Starlink-4560,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AV,53691,LEO - Sun-Synchronous
Starlink-4561,Starlink-4561,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AN,53563,LEO - Non-Polar Inclined
Starlink-4562,Starlink-4562,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AT,53689,LEO - Sun-Synchronous
Starlink-4564,Starlink-4564,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AK,53560,LEO - Non-Polar Inclined
Starlink-4565,Starlink-4565,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-19 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-101AM,53562,LEO - Non-Polar Inclined
Starlink-4566,Starlink-4566,NR (9/22),USA,SpaceX,Commercial,Communications,0.0,556,560,0.0005343307507347048,97.6,95.8,260.0,2022-08-31 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-105AX,53693,LEO - Sun-Synchronous
Starlink-4567 ,Starlink-4567 ,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53,95.4,260.0,2022-10-04 00:00:00,4.0,SpaceX,USA,Vandenberg AFB,Falcon 9,2022-125G ,53970,LEO - Non-Polar Inclined
Starlink-4568,Starlink-4568,USA,USA,SpaceX,Commercial,Communications,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,2022-08-28 00:00:00,4.0,SpaceX,USA,Cape Canaveral,Falcon 9,2022-104AL,53622,LEO - Non-Polar Inclined
